Наименование способа доставки  , Номер заказа, Дата создания заказа, Условия, Продажи руб, ASP  , UPT
Курьер: стандартная доставка   ,     10454619, 10/14/2022          , old    , 4 478      , 2 239, "  2,0   "
Курьер: стандартная доставка   ,     10454627, 10/14/2022          , old    , 6 953      , 993  , "  7,0   "
Курьер: стандартная доставка   ,     10454631, 10/14/2022          , old    , 3 944      , 657  , "  6,0   "
Курьер: стандартная доставка   ,     10454631, 10/14/2022          , old    , 7 292      , 912  , "  8,0   "
Курьер: стандартная доставка   ,     10454638, 10/14/2022          , old    , 5 095      , 1 019, "  5,0   "
Курьер: стандартная доставка   ,     10454640, 10/14/2022          , old    , 9 928      , 827  , "  12,0   "
Курьер: стандартная доставка   ,     10454640, 10/14/2022          , old    , 3 798      , 1 899, "  2,0   "
Курьер: стандартная доставка   ,     10454641, 10/14/2022          , old    , 1 638      , 819  , "  2,0   "
Курьер: стандартная доставка   ,     10454651, 10/14/2022          , old    , 948        , 474  , "  2,0   "
Курьер: стандартная доставка   ,     10454659, 10/14/2022          , old    , 2 772      , 396  , "  7,0   "
Курьер: стандартная доставка   ,     10454688, 10/14/2022          , old    , 3 998      , 1 999, "  2,0   "
Курьер: стандартная доставка   ,     10454697, 10/14/2022          , old    , 15 991     , 1 777, "  9,0   "
Курьер: ускоренная доставка    ,     10454406, 10/14/2022          , old    , 4 197      , 2 099, "  2,0   "
Курьер: ускоренная доставка    ,     10454486, 10/14/2022          , old    , 2 499      , 2 499, "  1,0   "
Курьер: ускоренная доставка    ,     10454502, 10/14/2022          , old    , 2 463      , 2 463, "  1,0   "
Курьер: ускоренная доставка    ,     10454513, 10/14/2022          , old    , 2 499      , 2 499, "  1,0   "
Курьер: ускоренная доставка    ,     10454517, 10/14/2022          , old    , 1 518      , 759  , "  2,0   "
Курьер: ускоренная доставка    ,     10454519, 10/14/2022          , old    , 2 645      , 529  , "  5,0   "
Курьер: ускоренная доставка    ,     10454525, 10/14/2022          , old    , 2 399      , 2 399, "  1,0   "
Курьер: ускоренная доставка    ,     10454528, 10/14/2022          , old    , 1 598      , 799  , "  2,0   "
Курьер: ускоренная доставка    ,     10454537, 10/14/2022          , old    , 1 899      , 1 899, "  1,0   "
Курьер: ускоренная доставка    ,     10454540, 10/14/2022          , old    , 1 599      , 1 599, "  1,0   "
Курьер: ускоренная доставка    ,     10454545, 10/14/2022          , old    , 2 999      , 2 999, "  1,0   "
Курьер: ускоренная доставка    ,     10454547, 10/14/2022          , old    , 2 067      , 689  , "  3,0   "
Курьер: ускоренная доставка    ,     10454559, 10/14/2022          , old    , 2 599      , 2 599, "  1,0   "
Курьер: ускоренная доставка    ,     10454579, 10/14/2022          , old    , 1 529      , 1 529, "  1,0   "
Курьер: ускоренная доставка    ,     10454580, 10/14/2022          , old    , 3 223      , 1 612, "  2,0   "
Курьер: ускоренная доставка    ,     10454582, 10/14/2022          , old    , 7 696      , 1 924, "  4,0   "
Курьер: ускоренная доставка    ,     10454594, 10/14/2022          , old    , 2 199      , 2 199, "  1,0   "
Курьер: ускоренная доставка    ,     10454598, 10/14/2022          , old    , 1 572      , 786  , "  2,0   "
Курьер: ускоренная доставка    ,     10454612, 10/14/2022          , old    , 1 799      , 1 799, "  1,0   "
Курьер: ускоренная доставка    ,     10454649, 10/14/2022          , old    , 2 199      , 2 199, "  1,0   "
Курьер: ускоренная доставка    ,     10454697, 10/14/2022          , old    , 2 498      , 1 249, "  2,0   "
самовывоз PickPoint            ,     10454475, 10/14/2022          , old    , 1 358      , 679  , "  2,0   "
самовывоз PickPoint            ,     10454494, 10/14/2022          , old    , 1 158      , 579  , "  2,0   "
самовывоз PickPoint            ,     10454495, 10/14/2022          , old    , 1 458      , 729  , "  2,0   "
самовывоз PickPoint            ,     10454507, 10/14/2022          , old    , 2 055      , 411  , "  5,0   "
самовывоз PickPoint            ,     10454514, 10/14/2022          , old    , 879        , 440  , "  2,0   "
самовывоз PickPoint            ,     10454521, 10/14/2022          , old    , 2 058      , 1 029, "  2,0   "
самовывоз PickPoint            ,     10454525, 10/14/2022          , old    , 2 799      , 2 799, "  1,0   "
самовывоз PickPoint            ,     10454528, 10/14/2022          , old    , 4 945      , 989  , "  5,0   "
самовывоз PickPoint            ,     10454535, 10/14/2022          , old    , 1 607      , 536  , "  3,0   "
самовывоз PickPoint            ,     10454550, 10/14/2022          , old    , 1 758      , 879  , "  2,0   "
самовывоз PickPoint            ,     10454552, 10/14/2022          , old    , 598        , 299  , "  2,0   "
самовывоз PickPoint            ,     10454568, 10/14/2022          , old    , 4 967      , 621  , "  8,0   "
самовывоз PickPoint            ,     10454577, 10/14/2022          , old    , 2 399      , 2 399, "  1,0   "
самовывоз PickPoint            ,     10454603, 10/14/2022          , old    , 907        , 302  , "  3,0   "
самовывоз PickPoint            ,     10454611, 10/14/2022          , old    , 3 499      , 3 499, "  1,0   "
самовывоз PickPoint            ,     10454613, 10/14/2022          , old    , 1 858      , 929  , "  2,0   "
самовывоз PickPoint            ,     10454618, 10/14/2022          , old    , 2 239      , 2 239, "  1,0   "
самовывоз PickPoint            ,     10454620, 10/14/2022          , old    , 2 803      , 1 402, "  2,0   "
Самовывоз из пункта выдачи     ,     10450193, 10/14/2022          , old    , 2 298      , 1 149, "  2,0   "
Самовывоз из пункта выдачи     ,     10454396, 10/14/2022          , old    , 2 199      , 2 199, "  1,0   "
Самовывоз из пункта выдачи     ,     10454396, 10/14/2022          , old    , 2 347      , 782  , "  3,0   "
Самовывоз из пункта выдачи     ,     10454396, 10/14/2022          , old    , 1 857      , 619  , "  3,0   "
Самовывоз из пункта выдачи     ,     10454406, 10/14/2022          , old    , 4 898      , 2 449, "  2,0   "
Самовывоз из пункта выдачи     ,     10454415, 10/14/2022          , old    , 4 039      , 505  , "  8,0   "
Самовывоз из пункта выдачи     ,     10454416, 10/14/2022          , old    , 3 132      , 1 044, "  3,0   "
Самовывоз из пункта выдачи     ,     10454427, 10/14/2022          , old    , 1 458      , 486  , "  3,0   "
Самовывоз из пункта выдачи     ,     10454436, 10/14/2022          , old    , 2 199      , 2 199, "  1,0   "
Самовывоз из пункта выдачи     ,     10454436, 10/14/2022          , old    , 2 238      , 1 119, "  2,0   "
Самовывоз из пункта выдачи     ,     10454437, 10/14/2022          , old    , 2 199      , 2 199, "  1,0   "
Самовывоз из пункта выдачи     ,     10454444, 10/14/2022          , old    , 2 399      , 2 399, "  1,0   "
